Id,Weekly_Sales
6_17_2013-02-01,15534.007000000001
6_17_2013-02-08,16422.14
6_17_2013-02-15,17073.801
6_17_2013-02-22,17547.237
6_17_2013-03-01,17927.178999999996
6_17_2013-03-08,17404.102
6_17_2013-03-15,17164.870000000003
6_17_2013-03-22,16056.551000000001
6_17_2013-03-29,15088.593999999997
6_17_2013-04-05,14490.732999999998
6_17_2013-04-12,14659.520999999999
6_17_2013-04-19,14915.119
6_17_2013-04-26,14945.265999999998
6_17_2013-05-03,16090.446999999996
6_17_2013-05-10,15561.765
6_17_2013-05-17,14356.606999999998
6_17_2013-05-24,15499.318
6_17_2013-05-31,15856.726999999999
6_17_2013-06-07,15529.529999999999
6_17_2013-06-14,15684.132000000001
6_17_2013-06-21,15574.266
6_17_2013-06-28,17544.687
6_17_2013-07-05,15232.719000000001
6_17_2013-07-12,14848.814000000002
6_17_2013-07-19,15344.927
6_17_2013-07-26,14924.408
6_18_2012-11-02,21927.610999999997
6_18_2012-11-09,20700.629999999997
6_18_2012-11-16,24822.513
6_18_2012-11-23,59340.365999999995
6_18_2012-11-30,68638.528
6_18_2012-12-07,62392.051
6_18_2012-12-14,51033.204000000005
6_18_2012-12-21,25611.371999999996
6_18_2012-12-28,37164.402
6_18_2013-01-04,7507.2789999999995
6_18_2013-01-11,2062.253
6_18_2013-01-18,2239.9249999999997
6_18_2013-01-25,2857.8479999999995
6_18_2013-02-01,4533.391
6_18_2013-02-08,11674.325
6_18_2013-02-15,16381.761000000002
6_18_2013-02-22,1933.756
6_18_2013-03-01,1868.193
6_18_2013-03-08,1105.3290000000002
6_18_2013-03-15,3138.193
6_18_2013-03-22,5341.768000000001
6_18_2013-03-29,15089.312
6_18_2013-04-05,12711.399999999998
6_18_2013-04-12,4731.961
6_18_2013-04-19,1652.6679999999997
6_18_2013-04-26,454.84299999999996
6_18_2013-05-03,76.648
6_18_2013-05-10,1.494
6_18_2013-05-17,1.2610000000000001
6_18_2013-06-07,1.3560000000000003
6_19_2012-11-02,3151.588
6_19_2012-11-09,3270.2260000000006
6_19_2012-11-16,3675.417999999999
6_19_2012-11-23,3169.4699999999993
6_19_2012-11-30,2510.0389999999998
6_19_2012-12-07,4233.35
6_19_2012-12-14,4089.4370000000004
6_19_2012-12-21,4214.8240000000005
6_19_2012-12-28,2155.098
6_19_2013-01-04,2863.041
6_19_2013-01-11,2659.981
6_19_2013-01-18,3473.077
6_19_2013-01-25,2946.896
6_19_2013-02-01,3093.719
6_19_2013-02-08,2806.2529999999997
6_19_2013-02-15,2940.2509999999997
6_19_2013-02-22,3315.632
6_19_2013-03-01,3513.3419999999996
6_19_2013-03-08,3366.1399999999994
6_19_2013-03-15,3767.293999999999
6_19_2013-03-22,3214.6260000000007
6_19_2013-03-29,2785.4610000000002
6_19_2013-04-05,2619.1789999999996
6_19_2013-04-12,2889.748
6_19_2013-04-19,3013.752
6_19_2013-04-26,3037.7599999999998
6_19_2013-05-03,2939.9290000000005
6_19_2013-05-10,3028.182
6_19_2013-05-17,2914.127
6_19_2013-05-24,3170.571
6_19_2013-05-31,3306.0029999999997
6_19_2013-06-07,3104.571
6_19_2013-06-14,2726.696
6_19_2013-06-21,3035.339
6_19_2013-06-28,2998.541
6_19_2013-07-05,3395.478
6_19_2013-07-12,2082.3
6_19_2013-07-19,1748.9479999999999
6_19_2013-07-26,2781.7949999999996
6_20_2012-11-02,7623.415999999999
6_20_2012-11-09,7251.219999999999
6_20_2012-11-16,8179.956
6_20_2012-11-23,12229.529999999999
6_20_2012-11-30,7475.801999999999
6_20_2012-12-07,7673.721
6_20_2012-12-14,7802.339999999999
6_20_2012-12-21,10394.172
6_20_2012-12-28,8321.386999999999
6_20_2013-01-04,7103.925
6_20_2013-01-11,7017.617
6_20_2013-01-18,7041.075999999999
6_20_2013-01-25,6868.904
6_20_2013-02-01,7730.053999999999
6_20_2013-02-08,8752.071
6_20_2013-02-15,8726.24
6_20_2013-02-22,9237.818
6_20_2013-03-01,9457.519000000002
6_20_2013-03-08,10531.595000000001
6_20_2013-03-15,10691.294
6_20_2013-03-22,9245.155999999999
6_20_2013-03-29,9896.266000000001
6_20_2013-04-05,9530.418000000001
6_20_2013-04-12,9321.916
6_20_2013-04-19,9399.173999999999
6_20_2013-04-26,9299.965
6_20_2013-05-03,9573.015
6_20_2013-05-10,9310.422999999999
6_20_2013-05-17,9150.201000000001
6_20_2013-05-24,12330.488000000001
6_20_2013-05-31,13000.292000000001
6_20_2013-06-07,12398.322
6_20_2013-06-14,11414.159
6_20_2013-06-21,12127.596
6_20_2013-06-28,12617.114
6_20_2013-07-05,12683.473000000002
6_20_2013-07-12,10355.667
6_20_2013-07-19,10450.362999999998
6_20_2013-07-26,10671.676
6_21_2012-11-02,8195.417
6_21_2012-11-09,8329.009000000002
6_21_2012-11-16,8199.512
6_21_2012-11-23,11334.422
6_21_2012-11-30,10613.917
6_21_2012-12-07,11687.498
6_21_2012-12-14,10298.172
6_21_2012-12-21,11048.963
6_21_2012-12-28,11082.437999999998
6_21_2013-01-04,6842.55
6_21_2013-01-11,7190.559000000001
6_21_2013-01-18,7032.344
6_21_2013-01-25,7136.647
6_21_2013-02-01,7354.906999999999
6_21_2013-02-08,7749.164
6_21_2013-02-15,7853.995
6_21_2013-02-22,7538.259
6_21_2013-03-01,8538.611
6_21_2013-03-08,9011.679999999998
6_21_2013-03-15,8517.418000000001
6_21_2013-03-22,9081.771000000002
6_21_2013-03-29,12371.030000000002
6_21_2013-04-05,9558.388
6_21_2013-04-12,9150.984
6_21_2013-04-19,8074.994000000001
6_21_2013-04-26,8088.6179999999995
6_21_2013-05-03,7911.4299999999985
6_21_2013-05-10,7513.861
6_21_2013-05-17,7461.639999999999
6_21_2013-05-24,7611.324999999999
6_21_2013-05-31,7919.505999999999
6_21_2013-06-07,7963.298
6_21_2013-06-14,10403.188999999998
6_21_2013-06-21,7867.040999999999
6_21_2013-06-28,9354.729
6_21_2013-07-05,13139.149
6_21_2013-07-12,8501.027
6_21_2013-07-19,8877.742000000002
6_21_2013-07-26,7873.463000000001
6_22_2012-11-02,19166.666999999998
6_22_2012-11-09,16743.123
6_22_2012-11-16,18259.112999999998
6_22_2012-11-23,34925.314000000006
6_22_2012-11-30,19202.036
6_22_2012-12-07,22011.346
6_22_2012-12-14,17517.156000000003
6_22_2012-12-21,23151.842000000004
6_22_2012-12-28,21656.658000000003
6_22_2013-01-04,17115.944
6_22_2013-01-11,16439.339999999997
6_22_2013-01-18,14413.957999999999
6_22_2013-01-25,14010.75
6_22_2013-02-01,19699.59
6_22_2013-02-08,21058.652000000002
6_22_2013-02-15,20112.756
6_22_2013-02-22,20279.231
6_22_2013-03-01,20643.014
6_22_2013-03-08,19968.41
6_22_2013-03-15,19878.441000000003
6_22_2013-03-22,17721.335
6_22_2013-03-29,16181.717
6_22_2013-04-05,14842.048
6_22_2013-04-12,16294.985
6_22_2013-04-19,16545.841999999997
6_22_2013-04-26,16428.558
6_22_2013-05-03,16795.706
6_22_2013-05-10,16689.161
6_22_2013-05-17,15652.712
6_22_2013-05-24,17726.244
6_22_2013-05-31,17749.598000000005
6_22_2013-06-07,17274.789
6_22_2013-06-14,16444.630999999998
6_22_2013-06-21,17595.554
6_22_2013-06-28,21063.129
6_22_2013-07-05,17980.952
6_22_2013-07-12,19129.781999999996
6_22_2013-07-19,17468.146
6_22_2013-07-26,18327.675000000003
6_23_2012-11-02,30487.707000000002
6_23_2012-11-09,28955.734000000004
6_23_2012-11-16,28185.771
6_23_2012-11-23,40683.631
6_23_2012-11-30,34087.224
6_23_2012-12-07,46194.193999999996
6_23_2012-12-14,50263.277
6_23_2012-12-21,58248.64600000001
6_23_2012-12-28,34097.244
6_23_2013-01-04,18882.382999999998
6_23_2013-01-11,19099.222
6_23_2013-01-18,18906.29
6_23_2013-01-25,18906.29
6_23_2013-02-01,30329.036
6_23_2013-02-08,26647.699
6_23_2013-02-15,25923.628
6_23_2013-02-22,26285.384000000002
6_23_2013-03-01,26685.49
6_23_2013-03-08,27425.432
6_23_2013-03-15,29320.357
6_23_2013-03-22,28551.753000000004
6_23_2013-03-29,29857.625000000007
6_23_2013-04-05,29773.514999999996
6_23_2013-04-12,32316.635000000002
6_23_2013-04-19,32316.635000000002
6_23_2013-04-26,32696.266000000003
6_23_2013-05-03,30137.528000000002
6_23_2013-05-10,30118.927000000003
6_23_2013-05-17,27220.613
6_23_2013-05-24,33007.578
6_23_2013-05-31,35876.594
6_23_2013-06-07,35700.392
6_23_2013-06-14,35745.342
6_23_2013-06-21,37488.236
6_23_2013-06-28,36904.848000000005
6_23_2013-07-05,36000.262
6_23_2013-07-12,31020.965999999997
6_23_2013-07-19,29903.359999999997
6_23_2013-07-26,28755.333999999995
6_24_2012-11-02,8292.507999999998
6_24_2012-11-09,7066.5
6_24_2012-11-16,7171.3099999999995
6_24_2012-11-23,15954.153
6_24_2012-11-30,11199.998
6_24_2012-12-07,14833.784
6_24_2012-12-14,17551.796
6_24_2012-12-21,18163.534999999996
6_24_2012-12-28,4928.4439999999995
6_24_2013-01-04,3924.583
6_24_2013-01-11,4031.1910000000003
6_24_2013-01-18,3990.6910000000003
6_24_2013-01-25,4117.675000000001
6_24_2013-02-01,7362.763000000001
6_24_2013-02-08,6979.975
6_24_2013-02-15,7335.495
6_24_2013-02-22,8049.707999999999
6_24_2013-03-01,6432.6849999999995
6_24_2013-03-08,6977.443999999999
6_24_2013-03-15,6462.4710000000005
6_24_2013-03-22,6586.607999999998
6_24_2013-03-29,6983.536
6_24_2013-04-05,7271.081
6_24_2013-04-12,6683.5740000000005
6_24_2013-04-19,6171.664000000002
6_24_2013-04-26,4921.477
6_24_2013-05-03,5269.959000000001
6_24_2013-05-10,4821.044
6_24_2013-05-17,5105.246
6_24_2013-05-24,5909.178000000001
6_24_2013-05-31,6370.381
6_24_2013-06-07,6230.114
6_24_2013-06-14,5665.216
6_24_2013-06-21,5668.1810000000005
6_24_2013-06-28,5795.259
6_24_2013-07-05,5997.122
6_24_2013-07-12,5217.492
6_24_2013-07-19,5780.887
6_24_2013-07-26,6765.196000000001
6_25_2012-11-02,11554.467
6_25_2012-11-09,11515.733
6_25_2012-11-16,11452.135
6_25_2012-11-23,14920.15
6_25_2012-11-30,12711.010000000002
6_25_2012-12-07,17062.334
6_25_2012-12-14,17538.106999999996
6_25_2012-12-21,20653.538999999997
6_25_2012-12-28,12753.465999999999
6_25_2013-01-04,8191.029999999999
6_25_2013-01-11,8191.029999999999
6_25_2013-01-18,8279.499
6_25_2013-01-25,8279.600000000002
6_25_2013-02-01,11606.861999999997
6_25_2013-02-08,11883.335000000001
6_25_2013-02-15,12211.717
6_25_2013-02-22,12499.556000000002
6_25_2013-03-01,12508.200000000003
6_25_2013-03-08,13742.086
6_25_2013-03-15,15986.670999999998
6_25_2013-03-22,19430.946999999996
6_25_2013-03-29,20249.828999999998
6_25_2013-04-05,20536.165999999997
6_25_2013-04-12,16813.192000000003
6_25_2013-04-19,15291.027000000002
6_25_2013-04-26,14990.124
6_25_2013-05-03,13689.668
6_25_2013-05-10,12977.677
6_25_2013-05-17,14191.079000000002
6_25_2013-05-24,15619.671000000002
6_25_2013-05-31,16004.804
6_25_2013-06-07,15989.604000000001
6_25_2013-06-14,15901.048
6_25_2013-06-21,14782.961000000001
6_25_2013-06-28,13084.022
6_25_2013-07-05,16650.921
6_25_2013-07-12,11410.623
6_25_2013-07-19,11793.78
6_25_2013-07-26,11486.710000000001
6_26_2012-11-02,11291.373
6_26_2012-11-09,10595.246
6_26_2012-11-16,10753.494
6_26_2012-11-23,15345.149
6_26_2012-11-30,12327.846999999998
6_26_2012-12-07,14805.057999999999
6_26_2012-12-14,15164.288
6_26_2012-12-21,16798.266000000003
6_26_2012-12-28,5962.154
6_26_2013-01-04,4506.474
6_26_2013-01-11,5538.120000000001
6_26_2013-01-18,5808.58
6_26_2013-01-25,6683.019
6_26_2013-02-01,8481.357
6_26_2013-02-08,9608.363000000001
6_26_2013-02-15,9601.703000000001
6_26_2013-02-22,10682.453000000003
6_26_2013-03-01,9771.144999999999
6_26_2013-03-08,10370.496000000001
6_26_2013-03-15,9947.5
6_26_2013-03-22,9762.4
6_26_2013-03-29,12124.113000000001
6_26_2013-04-05,9716.382000000001
6_26_2013-04-12,9087.67
6_26_2013-04-19,8396.791000000001
6_26_2013-04-26,8242.734
6_26_2013-05-03,8364.141
6_26_2013-05-10,7800.278
6_26_2013-05-17,7848.020999999999
6_26_2013-05-24,7749.704
6_26_2013-05-31,7801.9259999999995
6_26_2013-06-07,7722.501999999999
6_26_2013-06-14,8488.423
6_26_2013-06-21,7689.8949999999995
6_26_2013-06-28,7623.745
6_26_2013-07-05,7924.773999999999
6_26_2013-07-12,5961.021000000001
6_26_2013-07-19,5816.965
6_26_2013-07-26,7112.052000000001
6_27_2012-11-02,2191.0429999999997
6_27_2012-11-09,2334.63
6_27_2012-11-16,2308.636
6_27_2012-11-23,3856.236000000001
6_27_2012-11-30,3695.564
6_27_2012-12-07,3850.4100000000008
6_27_2012-12-14,4083.4080000000004
6_27_2012-12-21,5304.851000000001
6_27_2012-12-28,3258.3909999999996
6_27_2013-01-04,1982.434
6_27_2013-01-11,2204.4990000000003
6_27_2013-01-18,1848.9109999999996
6_27_2013-01-25,1833.3679999999997
6_27_2013-02-01,2529.7959999999994
6_27_2013-02-08,2335.2259999999997
6_27_2013-02-15,2508.212
6_27_2013-02-22,1827.4730000000004
6_27_2013-03-01,1814.97
6_27_2013-03-08,1704.7959999999998
6_27_2013-03-15,1810.4299999999998
6_27_2013-03-22,1432.9720000000002
6_27_2013-03-29,1440.726
6_27_2013-04-05,1366.593
6_27_2013-04-12,1315.7410000000002
6_27_2013-04-19,1273.1419999999998
6_27_2013-04-26,1264.007
6_27_2013-05-03,1328.724
6_27_2013-05-10,1190.3700000000001
6_27_2013-05-17,1243.3830000000003
6_27_2013-05-24,1340.758
6_27_2013-05-31,1310.693
6_27_2013-06-07,1359.452
6_27_2013-06-14,1299.3529999999998
6_27_2013-06-21,1270.6219999999998
6_27_2013-06-28,1245.752
6_27_2013-07-05,1429.2740000000001
6_27_2013-07-12,1226.56
6_27_2013-07-19,1067.1290000000001
6_27_2013-07-26,1223.823
6_28_2012-11-02,770.948
6_28_2012-11-09,702.487
6_28_2012-11-16,737.0260000000001
6_28_2012-11-23,757.4799999999999
6_28_2012-11-30,789.4770000000001
6_28_2012-12-07,1077.9950000000001
6_28_2012-12-14,884.5260000000001
6_28_2012-12-21,1007.247
6_28_2012-12-28,977.0220000000002
6_28_2013-01-04,727.9079999999999
6_28_2013-01-11,765.834
6_28_2013-01-18,742.7189999999999
6_28_2013-01-25,674.4739999999999
6_28_2013-02-01,941.1200000000001
6_28_2013-02-08,912.4670000000002
6_28_2013-02-15,876.3400000000001
6_28_2013-02-22,636.909
6_28_2013-03-01,615.1410000000002
6_28_2013-03-08,556.043
6_28_2013-03-15,505.71899999999994
6_28_2013-03-22,854.347
6_28_2013-03-29,954.7479999999999
6_28_2013-04-05,734.482
6_28_2013-04-12,445.45200000000006
6_28_2013-04-19,425.32
6_28_2013-04-26,419.309
6_28_2013-05-03,429.94399999999996
6_28_2013-05-10,411.63499999999993
6_28_2013-05-17,491.98099999999994
6_28_2013-05-24,465.4799999999999
6_28_2013-05-31,434.43600000000004
6_28_2013-06-07,405.14500000000004
6_28_2013-06-14,390.31600000000003
6_28_2013-06-21,340.63
6_28_2013-06-28,285.037
6_28_2013-07-05,355.60400000000004
6_28_2013-07-12,376.62299999999993
6_28_2013-07-19,249.43500000000003
6_28_2013-07-26,253.73999999999995
6_29_2012-11-02,6561.822
6_29_2012-11-09,6507.218
6_29_2012-11-16,6425.105
6_29_2012-11-23,8643.14
6_29_2012-11-30,8346.115
6_29_2012-12-07,11560.815999999999
6_29_2012-12-14,12344.690999999999
6_29_2012-12-21,16663.967
6_29_2012-12-28,9645.918
6_29_2013-01-04,5788.081
6_29_2013-01-11,5565.42
6_29_2013-01-18,5793.864
6_29_2013-01-25,5803.465
6_29_2013-02-01,8416.521
6_29_2013-02-08,8277.034
6_29_2013-02-15,8310.883000000002
6_29_2013-02-22,6527.812000000001
6_29_2013-03-01,6789.803999999999
6_29_2013-03-08,6477.247000000001
6_29_2013-03-15,6349.03
6_29_2013-03-22,6046.058999999999
6_29_2013-03-29,5984.931
6_29_2013-04-05,6250.715999999999
6_29_2013-04-12,6141.886
6_29_2013-04-19,6215.196999999999
6_29_2013-04-26,6076.833
6_29_2013-05-03,6204.187
6_29_2013-05-10,6225.272
6_29_2013-05-17,6073.285
6_29_2013-05-24,6059.505
6_29_2013-05-31,5915.6590000000015
6_29_2013-06-07,6265.033
6_29_2013-06-14,6274.802999999998
6_29_2013-06-21,6369.592999999999
6_29_2013-06-28,6968.226000000001
6_29_2013-07-05,7109.219
6_29_2013-07-12,6456.865
6_29_2013-07-19,6578.1320000000005
6_29_2013-07-26,6379.088999999999
6_30_2012-11-02,3880.493000000001
6_30_2012-11-09,4024.071
6_30_2012-11-16,3765.173
6_30_2012-11-23,4446.117
6_30_2012-11-30,4201.893999999999
6_30_2012-12-07,4031.553
6_30_2012-12-14,3831.571
6_30_2012-12-21,4159.5419999999995
6_30_2012-12-28,4080.1639999999998
6_30_2013-01-04,3901.558
6_30_2013-01-11,4369.857999999999
6_30_2013-01-18,4150.7519999999995
6_30_2013-01-25,4546.9
6_30_2013-02-01,4922.414
6_30_2013-02-08,5122.950000000001
6_30_2013-02-15,5459.496000000001
6_30_2013-02-22,4798.089999999999
6_30_2013-03-01,5095.876
6_30_2013-03-08,4835.915999999999
6_30_2013-03-15,5435.981000000001
6_30_2013-03-22,5008.603999999999
6_30_2013-03-29,5124.9259999999995
6_30_2013-04-05,5226.218
6_30_2013-04-12,5626.036000000001
6_30_2013-04-19,5626.036000000001
6_30_2013-04-26,5602.502
6_30_2013-05-03,4684.064
6_30_2013-05-10,5019.008
6_30_2013-05-17,5221.42
6_30_2013-05-24,4891.228
6_30_2013-05-31,4717.045999999999
6_30_2013-06-07,4788.724
6_30_2013-06-14,5913.206
6_30_2013-06-21,5085.4220000000005
6_30_2013-06-28,5070.658
6_30_2013-07-05,6026.942
6_30_2013-07-12,5412.5520000000015
6_30_2013-07-19,5153.74
6_30_2013-07-26,4788.882
6_31_2012-11-02,2976.218
6_31_2012-11-09,3028.4980000000005
6_31_2012-11-16,3351.16
6_31_2012-11-23,3885.7520000000004
6_31_2012-11-30,4331.972
6_31_2012-12-07,5469.126000000001
6_31_2012-12-14,4688.972000000001
6_31_2012-12-21,5332.903
6_31_2012-12-28,3317.358
6_31_2013-01-04,2410.6639999999998
6_31_2013-01-11,2444.581
6_31_2013-01-18,2118.7799999999997
6_31_2013-01-25,2086.948
6_31_2013-02-01,2741.6359999999995
6_31_2013-02-08,2729.3059999999996
6_31_2013-02-15,2809.624
6_31_2013-02-22,2343.501
6_31_2013-03-01,2545.2560000000003
6_31_2013-03-08,2756.834
6_31_2013-03-15,2441.7759999999994
6_31_2013-03-22,2252.564
6_31_2013-03-29,2207.2419999999997
6_31_2013-04-05,2405.194
6_31_2013-04-12,2369.7529999999997
6_31_2013-04-19,2137.7799999999997
6_31_2013-04-26,2369.564
6_31_2013-05-03,2355.12
6_31_2013-05-10,2744.048
6_31_2013-05-17,2622.064
6_31_2013-05-24,2601.637
6_31_2013-05-31,2988.0119999999997
6_31_2013-06-07,2940.817
6_31_2013-06-14,2570.807
6_31_2013-06-21,2899.1959999999995
6_31_2013-06-28,3013.444
6_31_2013-07-05,2830.7590000000005
6_31_2013-07-12,3651.379
6_31_2013-07-19,4345.077
6_31_2013-07-26,4493.975
6_32_2012-11-02,8685.42
6_32_2012-11-09,9073.723999999998
6_32_2012-11-16,9538.691
6_32_2012-11-23,15826.855
6_32_2012-11-30,15630.713999999998
6_32_2012-12-07,17363.481
6_32_2012-12-14,18138.531
6_32_2012-12-21,43720.613000000005
6_32_2012-12-28,19580.691000000003
6_32_2013-01-04,7434.119000000001
6_32_2013-01-11,7206.361999999999
6_32_2013-01-18,7011.206999999999
6_32_2013-01-25,7086.053
6_32_2013-02-01,11942.732999999997
6_32_2013-02-08,12771.077999999998
6_32_2013-02-15,24976.597
6_32_2013-02-22,9874.858999999999
6_32_2013-03-01,10068.737
6_32_2013-03-08,10148.449999999999
6_32_2013-03-15,11719.690000000002
6_32_2013-03-22,8806.027
6_32_2013-03-29,9487.623000000001
6_32_2013-04-05,9112.477
6_32_2013-04-12,8921.804
6_32_2013-04-19,8875.041000000001
6_32_2013-04-26,8381.973
6_32_2013-05-03,12588.641
6_32_2013-05-10,13096.822
6_32_2013-05-17,15870.747
6_32_2013-05-24,10202.968
6_32_2013-05-31,11051.372
6_32_2013-06-07,10987.377
6_32_2013-06-14,10374.742000000002
6_32_2013-06-21,11225.826000000001
6_32_2013-06-28,11525.636999999999
6_32_2013-07-05,11023.239000000001
6_32_2013-07-12,10858.079999999998
6_32_2013-07-19,11454.269999999999
6_32_2013-07-26,12138.978
6_33_2012-11-02,7582.8589999999995
6_33_2012-11-09,6998.933999999999
6_33_2012-11-16,6329.708
6_33_2012-11-23,13176.916999999998
6_33_2012-11-30,10351.063000000002
6_33_2012-12-07,16337.580000000002
6_33_2012-12-14,15050.714000000002
6_33_2012-12-21,17035.869
6_33_2012-12-28,6110.331999999999
6_33_2013-01-04,4035.343
6_33_2013-01-11,4217.16
6_33_2013-01-18,3959.2410000000004
6_33_2013-01-25,4120.452000000001
6_33_2013-02-01,7087.489
6_33_2013-02-08,7474.216
6_33_2013-02-15,6852.041
6_33_2013-02-22,8404.534000000001
6_33_2013-03-01,5613.004
6_33_2013-03-08,8012.991
6_33_2013-03-15,7529.365999999999
6_33_2013-03-22,7971.58
6_33_2013-03-29,9829.028999999999
6_33_2013-04-05,7995.322999999999
6_33_2013-04-12,7170.072
6_33_2013-04-19,6166.426
6_33_2013-04-26,5399.919
6_33_2013-05-03,5031.6050000000005
6_33_2013-05-10,5678.436
6_33_2013-05-17,5522.155000000001
6_33_2013-05-24,5837.625999999999
6_33_2013-05-31,5733.203
6_33_2013-06-07,5925.059
6_33_2013-06-14,7138.472
6_33_2013-06-21,6082.056
6_33_2013-06-28,5918.759
6_33_2013-07-05,6726.3
6_33_2013-07-12,5830.553999999999
6_33_2013-07-19,6129.564
6_33_2013-07-26,6998.897999999999
6_34_2012-11-02,17446.082000000002
6_34_2012-11-09,18144.311999999998
6_34_2012-11-16,15868.937
6_34_2012-11-23,20063.825999999994
6_34_2012-11-30,18516.178999999996
6_34_2012-12-07,20352.583000000002
6_34_2012-12-14,21083.488
6_34_2012-12-21,23206.739000000005
6_34_2012-12-28,13388.719000000001
6_34_2013-01-04,12669.526000000002
6_34_2013-01-11,12698.352
6_34_2013-01-18,12765.732
6_34_2013-01-25,13066.544
6_34_2013-02-01,14034.722
6_34_2013-02-08,15849.648000000001
6_34_2013-02-15,17232.767999999996
6_34_2013-02-22,17107.042
6_34_2013-03-01,17463.793
6_34_2013-03-08,17148.515999999996
6_34_2013-03-15,22002.920000000006
6_34_2013-03-22,20168.321999999996
6_34_2013-03-29,22331.555
6_34_2013-04-05,23883.232
6_34_2013-04-12,22855.817
6_34_2013-04-19,22498.220999999998
6_34_2013-04-26,22321.057
6_34_2013-05-03,23336.881
6_34_2013-05-10,21933.906
6_34_2013-05-17,21314.752000000004
6_34_2013-05-24,22264.302
6_34_2013-05-31,23685.700999999997
6_34_2013-06-07,23065.601
6_34_2013-06-14,21070.436999999998
6_34_2013-06-21,19239.277
6_34_2013-06-28,20764.826
6_34_2013-07-05,21497.408999999996
6_34_2013-07-12,16857.501
6_34_2013-07-19,15354.054
6_34_2013-07-26,15379.078
6_35_2012-11-02,2773.8940000000002
6_35_2012-11-09,3230.649
6_35_2012-11-16,3732.8959999999997
6_35_2012-11-23,3608.308000000001
6_35_2012-11-30,3454.8550000000005
6_35_2012-12-07,3874.5270000000005
6_35_2012-12-14,3729.946000000001
6_35_2012-12-21,4827.304000000001
6_35_2012-12-28,2914.5620000000004
6_35_2013-01-04,2362.175
6_35_2013-01-11,2191.3849999999998
6_35_2013-01-18,2229.153
6_35_2013-01-25,2845.3820000000005
6_35_2013-02-01,3073.4080000000004
6_35_2013-02-08,3250.7380000000003
6_35_2013-02-15,3636.5850000000005
6_35_2013-02-22,3252.6459999999997
6_35_2013-03-01,3607.267
6_35_2013-03-08,4316.052
6_35_2013-03-15,3728.4909999999995
6_35_2013-03-22,4258.3
6_35_2013-03-29,3989.6639999999998
6_35_2013-04-05,4157.25
6_35_2013-04-12,4395.856
6_35_2013-04-19,4629.805
6_35_2013-04-26,4782.883
6_35_2013-05-03,4575.623
6_35_2013-05-10,4842.634
6_35_2013-05-17,4262.99
6_35_2013-05-24,4497.391000000001
6_35_2013-05-31,4017.6170000000006
6_35_2013-06-07,4090.1150000000002
6_35_2013-06-14,4115.698
6_35_2013-06-21,4415.004
6_35_2013-06-28,4342.851000000001
6_35_2013-07-05,3781.173
6_35_2013-07-12,3750.8360000000007
6_35_2013-07-19,3573.1459999999997
6_35_2013-07-26,2681.7159999999994
6_36_2012-11-02,2053.9489999999996
6_36_2012-11-09,1989.319
6_36_2012-11-16,1727.205
6_36_2012-11-23,1951.5729999999999
6_36_2012-11-30,2684.4
6_36_2012-12-07,2898.3849999999998
6_36_2012-12-14,3089.1629999999996
6_36_2012-12-21,4895.612999999999
6_36_2012-12-28,1979.5430000000001
6_36_2013-01-04,1036.318
6_36_2013-01-11,956.917
6_36_2013-01-18,919.195
6_36_2013-01-25,787.7589999999999
6_36_2013-02-01,2297.9139999999998
6_36_2013-02-08,2793.417
6_36_2013-02-15,1966.6950000000002
6_36_2013-02-22,2035.971
6_36_2013-03-01,1999.516
6_36_2013-03-08,3725.2949999999996
6_36_2013-03-15,5456.9259999999995
6_36_2013-03-22,5625.15
6_36_2013-03-29,3983.8
6_36_2013-04-05,3983.65
6_36_2013-04-12,3396.274
6_36_2013-04-19,3767.3239999999996
6_36_2013-04-26,3983.0739999999996
6_36_2013-05-03,4059.95
6_36_2013-05-10,4591.9
6_36_2013-05-17,5087.9
6_36_2013-05-24,8333.95
6_36_2013-05-31,11294.436
6_36_2013-06-07,8643.95
6_36_2013-06-14,8481.9
6_36_2013-06-21,7862.6
6_36_2013-06-28,9056.35
6_36_2013-07-05,8321.076000000001
6_36_2013-07-12,5956.0
6_36_2013-07-19,4602.93
6_36_2013-07-26,3502.95
6_37_2012-11-02,4135.169
6_37_2012-11-09,4096.336
6_37_2012-11-16,3939.751
6_37_2012-11-23,3759.876
6_37_2012-11-30,3769.5240000000003
6_37_2012-12-07,3527.9369999999994
6_37_2012-12-14,3706.5029999999997
6_37_2012-12-21,3885.278
6_37_2012-12-28,3876.5810000000006
6_37_2013-01-04,3672.6999999999994
6_37_2013-01-11,3660.4119999999994
6_37_2013-01-18,3901.0389999999998
6_37_2013-01-25,3913.732
6_37_2013-02-01,4072.339
6_37_2013-02-08,4272.737999999999
6_37_2013-02-15,4013.321
6_37_2013-02-22,4002.1220000000003
6_37_2013-03-01,4028.025
6_37_2013-03-08,4028.572
6_37_2013-03-15,3577.708
6_37_2013-03-22,4584.341
6_37_2013-03-29,4227.829
6_37_2013-04-05,4333.830999999999
6_37_2013-04-12,3720.844
6_37_2013-04-19,3740.2709999999997
6_37_2013-04-26,3759.2120000000004
6_37_2013-05-03,3891.435
6_37_2013-05-10,3429.054
6_37_2013-05-17,3337.0979999999995
6_37_2013-05-24,3737.687000000001
6_37_2013-05-31,3856.672
6_37_2013-06-07,3887.903
6_37_2013-06-14,4075.9800000000005
6_37_2013-06-21,3829.2229999999995
6_37_2013-06-28,3787.124
6_37_2013-07-05,4410.464
